,day,depot,list_plants,list_pickups,list_dropoffs,total_jobs,total_distance,routing_sequence,worst_edge_pickup,worst_edge_distance,worst_edge_dropoff,edges,distance_uptodate
7850,17343,Rottleberode,['Rottleberode'],"['10767_9000729371', '9106_9000974460', '9323_9000995817', '9802_9000963943', '10697_9000939314', '10719_9001001273', '10818_9000995734', '11288_9000975158', '11509_9000994150', '19115_9000997180', '20495_9000857900', '29069_9000894914', '29328_9000965302', '29180_9000793405']","['9144_9001010593', '9305_9001012670', '10991_9001012818', '11394_9001008658', '11520_9000990808', '11574_9001009909', '11634_9001010688', '19026_9001007757', '19399_9001005766', '20474_9001008701', '29218_9001005884', '29265_9001005225', '11488_9001010432']",0,0,[],,,0,0,True
7851,17344,Rottleberode,['Rottleberode'],"['9082_9000950548', '9254_9000978033', '9290_9000995054', '9349_9001002675', '10045_9000971926', '10286_9000984825', '10419_9000992831', '10422_9000978343', '10657_9000988042', '10710_9000962953', '10838_9000989592', '10960_9000970011', '19206_9000980045', '19290_9000979051', '19336_9000989457', '19408_9000948702', '20283_9000930001', '29106_9000956944']","['9070_9001010588', '10004_9001005888', '10074_9001012001', '10416_9001009028', '10550_9001005786', '10725_9001011783', '11112_9001011697', '11291_9001013155', '20269_9001012356', '29112_9001007009', '29160_9001007546', '29230_9001009884', '29324_9001011964', '50068_9001010028', '50094_9001010418', '20308_9001010683']",0,0,[],,,0,0,True
7852,17345,Rottleberode,['Rottleberode'],"['9263_9000992823', '9306_9001000993', '9590_9000998385', '10097_9000980647', '10417_9001005968', '10571_9000988157', '10679_9000982505', '10779_9001005068', '11128_9001000756', '19266_9000984371', '19269_9000972245', '20023_9000972217', '20595_9001005053', '29307_9000953522']","['9125_9001013770', '9290_9001015759', '9613_9001011898', '10285_9000978658', '10402_9001003441', '10415_9001010522', '10841_9001015139', '11347_9001009319', '11371_9001009307', '11496_9001010473', '11665_9001010519', '11671_9001009305', '19269_9001012327', '19290_9001010590', '19429_9001014851', '20153_9001015749', '20454_9001010681', '29069_9001010585', '20164_9000975288']",0,0,[],,,0,0,True
7853,17346,Rottleberode,['Rottleberode'],"['9004_9001004429', '9555_9001006388', '10051_9000922827', '10466_9000974397', '10594_9000947976', '11028_9000986509', '11601_9000989160', '19025_9000850665', '19082_9000821917', '19209_9000999439', '20469_9000989785', '20513_9000971813', '29097_9000985244']","['9081_9001014655', '9082_9001018549', '9120_9001012021', '9590_9001017329', '10380_9001014856', '10633_9001013685', '10698_9001003494', '10818_9001014764', '10838_9001018197', '10930_9001013792', '11499_9001018363', '11598_9001018695', '19266_9001016231', '20234_9001019112', '20595_9001018601', '29062_9001002759']",0,0,[],,,0,0,True
7854,17347,Rottleberode,['Rottleberode'],"['9010_9000997648', '9061_9000976008', '9260_9000999847', '10080_9000979338', '10408_9000893449', '10432_9001003795', '10647_9000991044', '10706_9000995819', '10806_9000969006', '10814_9001003370', '11091_9001003765', '11483_9001005593', '11530_9000995816', '19166_9000942884', '20118_9000996853', '20216_9000826958', '20249_9000989060', '29057_9000947594', '29148_9000900153', '29244_9000996789']","['9068_9001013907', '9161_9001016843', '9306_9001020055', '9359_9001016864', '9547_9001015085', '9575_9001019284', '10417_9001020161', '10512_9001018819', '11387_9001010168', '11491_9001012342', '11493_9001014117', '11575_9001020057', '11673_9001014476', '19115_9001014642', '19206_9001013150', '19336_9001015167', '29106_9001010421', '29145_9001002738', '29180_9001012708', '10422_9001018796']",0,0,[],,,0,0,True
7855,17348,Rottleberode,['Rottleberode'],"['9112_9000994530', '9276_9000986601', '9601_9000975714', '10074_9001012001', '10314_9001005882', '10508_9000947640', '10552_9001004768', '10997_9001008036', '11510_9000997668', '11512_9001005847', '11554_9000995814', '19415_9000990285', '20029_9000965817', '20154_9000995649', '20417_9000998830']","['9106_9001018235', '9263_9001022428', '9354_9001009994', '10168_9001020260', '10331_9001020711', '10465_9001017407', '10486_9001020554', '10594_9001021546', '10697_9001017116', '10779_9001018726', '11497_9001022329', '20495_9001020454', '29156_9001016557']",0,0,[],,,0,0,True
7856,17349,Rottleberode,['Rottleberode'],"['9113_9001003017', '10291_9000965371', '10416_9001009028', '10483_9000975835', '10771_9000994608', '11166_9000975578', '11377_9000997406', '11380_9001003379', '11466_9001003452', '19263_9000919917', '19372_9001001139', '20192_9001003363', '20589_9001003819', '29128_9000909996', '29305_9000970561', '29324_9001011964', '50048_9000964315', '50068_9001010028', '50070_9001004888']","['9063_9001022053', '9237_9001021800', '9260_9001023123', '9280_9001024689', '10710_9001024062', '11535_9001021776', '11553_9001010520', '19082_9001015242', '20144_9001017105', '20151_9001019079', '20249_9001022780', '29097_9001016341', '29255_9001020005', '9276_9001023122', '11293_9001012774']",0,0,[],,,0,0,True
7857,17350,Rottleberode,['Rottleberode'],"['9136_9001000325', '9234_9001003816', '10402_9001003441', '11398_9001000751', '11574_9001009909', '19122_9000894417', '19335_9000997721', '19399_9001005766', '11488_9001010432']","['9543_9001022613', '9555_9001023129', '10552_9001024425', '10678_9000976148', '10960_9001022191', '11028_9001024771', '11089_9001022239', '11091_9001024436', '20029_9001024776', '20513_9001023629', '20589_9001025101', '29090_9001022223', '29307_9001012849', '19074_9001016773']",0,0,[],,,0,0,True
7858,17351,Rottleberode,['Rottleberode'],"['11532_9000742694', '9305_9001012670', '10280_9000924145', '10411_9001006390', '11031_9000986607', '11575_9001020057', '19388_9000995128', '50114_9000903627', '19101_9000997651']","['9145_9001024238', '9266_9001024540', '9549_9001027661', '9601_9001026158', '10448_9001022615', '10706_9001024266', '10719_9001024431', '10771_9001026694', '10773_9001022199', '10825_9001020485', '11097_9001024937', '11483_9001024969', '11494_9001026658', '11510_9001026657', '11603_9001025103', '19103_9001021478', '19426_9001022288', '20283_9001023135', '29148_9001017402', '29244_9001018353']",0,0,[],,,0,0,True
7859,17352,Rottleberode,['Rottleberode'],"['10664_9001004659', '10950_9000878594', '11068_9000984517', '11188_9001002935', '11350_9001005205', '11371_9001009307', '11395_9001000986', '11453_9000986510', '11479_9000988150', '11496_9001010473', '11584_9000983921', '19019_9000989797', '20320_9001008422', '20323_9000950749', '29062_9001002759', '29066_9001000025', '29161_9000910518', '19371_9000976711']","['9095_9001020794', '9113_9001025996', '9136_9001029343', '9302_9001027788', '10051_9001029609', '10097_9001028620', '10416_9001023107', '10418_9001025930', '10647_9001025993', '10835_9001023110', '10997_9001028587', '11380_9001027902', '19025_9001021439', '19070_9001022489', '19122_9001023063', '19209_9001018366', '19399_9001026480', '20417_9001027054', '20616_9001028827', '29057_9001025692', '29093_9001027808', '29110_9001026682', '29324_9001028276', '29328_9001016639', '29337_9001024877', '50110_9001027949']",0,0,[],,,0,0,True
7860,17353,Rottleberode,['Rottleberode'],"['9359_9001016864', '10415_9001010522', '11467_9001003493', '11489_9001008743', '11598_9001018695', '11605_9000991535', '11667_9001001490', '29179_9000986605', '29118_9000934547']","['9088_9001026820', '9232_9001017384', '9305_9001028662', '10007_9001025040', '10114_9001024974', '10286_9001023102', '10402_9001027796', '10508_9001030037', '11065_9001023059', '11464_9001029585', '11613_9001026813', '19166_9001016910', '19388_9001030229', '20154_9001029912', '11584_9001029572']",0,0,[],,,0,0,True
7861,17354,Rottleberode,['Rottleberode'],"['9150_9000961766', '9543_9001022613', '9803_9001007102', '11347_9001009319', '11573_9001005608', '11634_9001010688', '11671_9001009305', '19269_9001012327', '29061_9001004715', '29268_9000992354']","['9254_9001028221', '10055_9001028170', '10335_9001028175', '10411_9001029971', '11031_9001028823', '11575_9001031475', '19427_9001024483', '20300_9001033128', '50070_9001028316', '11285_9001023836', '19408_9001027093']",0,0,[],,,0,0,True
7862,17355,Rottleberode,['Rottleberode'],"['9081_9001014655', '9106_9001018235', '9270_9000979553', '9613_9001011898', '10594_9001021546', '10753_9001002263', '10827_9000970759', '10969_9001007842', '11535_9001021776', '11639_9000893980', '11665_9001010519', '20016_9001008425', '29093_9001027808', '29230_9001009884', '10422_9001018796']","['9010_9001032060', '9282_9001027738', '9594_9001034675', '10074_9001031688', '10280_9001031561', '10419_9001033258', '10590_9001016586', '11141_9001031432', '11486_9001031562', '11574_9001028341', '19116_9001027085', '19324_9001029611', '19335_9001024930', '19431_9001034792', '29118_9001031254']",0,0,[],,,0,0,True
7863,17356,Rottleberode,['Rottleberode'],"['19132_9000728974', '9120_9001012021', '9301_9001003569', '10818_9001014764', '11091_9001024436', '11534_9000999340', '11673_9001014476', '19075_9000999775', '19098_9001007390', '20220_9000984895', '20474_9001008701', '29090_9001022223', '29145_9001002738', '29160_9001007546', '50000_9000975966', '29091_9000981806']","['9061_9001031881', '9225_9001027099', '9264_9001034302', '9592_9001033922', '10079_9001031893', '10314_9001029338', '10422_9001034888', '10679_9001033033', '10873_9000921766', '10950_9001035450', '11377_9001033561', '11454_9001035045', '11512_9001028810', '11634_9001033612', '29062_9001031433', '29440_9001031469', '50068_9001036232', '10664_9001035185', '11068_9001035115', '11166_9001034898']",0,0,[],,,0,0,True
7864,17357,Rottleberode,['Rottleberode'],"['9575_9001019284', '10004_9001005888', '10062_9000951854', '10173_9000997965', '10380_9001014856', '10479_9001007429', '10552_9001024425', '10719_9001024431', '10725_9001011783', '10734_9001008027', '10779_9001018726', '19166_9001016910', '19398_9001005072', '19428_9001008909', '20066_9000965956', '20615_9000999018', '29106_9001010421']","['9081_9001040501', '9803_9001034905', '10066_9001034978', '10415_9001034197', '10488_9001031517', '10753_9001035129', '11479_9001028814', '11573_9001025475', '11598_9001035943', '11601_9001033036', '19019_9001031281', '19367_9001032271', '19430_9001024359', '20164_9001037999', '29061_9001031202', '29161_9001031159', '29268_9001035816', '29091_9001036225']",0,0,[],,,0,0,True
7865,17358,Rottleberode,['Rottleberode'],"['9021_9001004638', '9161_9001016843', '9290_9001015759', '10051_9001029609', '10168_9001020260', '10486_9001020554', '10710_9001024062', '10825_9001020485', '10895_9000995136', '11421_9000988099', '11520_9000990808', '19266_9001016231', '19336_9001015167', '19390_9000992645', '19429_9001014851', '20278_9000995229', '50094_9001010418']","['9106_9001041373', '9112_9001037091', '10045_9001038997', '10062_9001040531', '10483_9001036073', '10725_9001040522', '11395_9001036104', '11529_9001040540', '11661_9001036115', '19269_9001032756', '19415_9001033891', '19432_9001033247', '20320_9001035990', '29145_9001038755', '29179_9001034739']",0,0,[],,,0,0,True
7866,17359,Rottleberode,['Rottleberode'],"['29159_9000628874', '9068_9001013907', '9125_9001013770', '9266_9001024540', '9273_9001004731', '9302_9001027788', '10285_9000978658', '10417_9001020161', '10427_9001002266', '10512_9001018819', '10698_9001003494', '10771_9001026694', '10838_9001018197', '11089_9001022239', '19028_9000972914', '19053_9001002170', '19358_9000953024', '20371_9000962563', '9276_9001023122', '29308_9000991451']","['10779_9001043029', '10969_9001036068', '11485_9001033259', '11534_9001041772', '11535_9001043240', '11659_9001039474', '19098_9001041345', '19424_9001042530', '19433_9001041435', '9290_9001043199', '20323_9001040742']",0,0,[],,,0,0,True
7867,17360,Rottleberode,['Rottleberode'],"['10916_9000772780', '9127_9000958582', '9263_9001022428', '10055_9001028170', '10271_9000936594', '10331_9001020711', '10416_9001023107', '10465_9001017407', '10773_9001022199', '10873_9000921766', '11028_9001024771', '11394_9001008658', '11464_9001029585', '11497_9001022329', '11574_9001028341', '19265_9000989455', '20356_9000988217', '20401_9000983576', '20616_9001028827', '29057_9001025692', '29229_9000995512', '50076_9000963059']","['9273_9001041610', '9276_9001045982', '9301_9001037510', '9323_9001044437', '9575_9001043627', '9599_9001043652', '10047_9001046279', '10053_9001041692', '10238_9001043783', '10432_9001039054', '10594_9001041529', '10771_9001045038', '10827_9001041659', '11347_9001041731', '11398_9001035759', '11496_9001041087', '19398_9001041643', '29066_9001036883', '11489_9001045087']",0,0,[],,,0,0,True
7868,17361,Rottleberode,['Rottleberode'],"['9063_9001022053', '9095_9001020794', '9145_9001024238', '9280_9001024689', '9549_9001027661', '10418_9001025930', '10633_9001013685', '10706_9001024266', '10835_9001023110', '10950_9001035450', '10981_9000897455', '11483_9001024969', '11553_9001010520', '11575_9001031475', '11603_9001025103', '11611_9001005779', '11633_9000961938', '19126_9000943283', '19426_9001022288', '20249_9001022780', '20256_9000975382', '29172_9000881658', '29265_9001005225', '19074_9001016773', '29023_9000944753']","['9004_9001047194', '9120_9001046602', '9234_9001041723', '9314_9001029920', '10380_9001043546', '10512_9001045616', '10710_9001046430', '11089_9001042976', '11128_9001041781', '11350_9001041776', '11666_9001041763', '19053_9001043511', '19263_9001020467', '19428_9001041538', '20220_9001044394']",0,0,[],,,0,0,True
7869,17362,Rottleberode,['Rottleberode'],"['9061_9001031881', '9276_9001045982', '10079_9001031893', '10238_9001043783', '10335_9001028175', '10415_9001034197', '10997_9001028587', '11503_9000959425', '11606_9001003485', '20269_9001012356', '29061_9001031202', '11293_9001012774']","['9802_9001045465', '10571_9001041849', '11466_9001042630', '11554_9001034105', '19336_9001047541', '20118_9001039122', '20616_9001046479', '29071_9001038698', '29128_9001032203', '29160_9001046889', '50130_9001047207']",0,0,[],,,0,0,True
7870,17363,Rottleberode,['Rottleberode'],"['9088_9001026820', '9282_9001027738', '9306_9001020055', '9592_9001033922', '10044_9000997573', '10049_9000976205', '10097_9001028620', '10114_9001024974', '10280_9001031561', '10286_9001023102', '10314_9001029338', '10328_9000855927', '10397_9000994603', '10422_9001034888', '10448_9001022615', '10697_9001017116', '10841_9001015139', '10969_9001036068', '10979_9001005670', '11097_9001024937', '11484_9001008903', '11486_9001031562', '11510_9001026657', '11634_9001033612', '19427_9001024483', '20154_9001029912', '20491_9001003730', '29337_9001024877', '20116_9000599114']","['9068_9001051145', '10051_9001048905', '10895_9001046894', '11508_9001038201', '11520_9001048993', '11671_9001045665', '19028_9001041684', '19075_9001048499', '19390_9001050327', '20269_9001051408', '20637_9001045268', '29090_9001043310', '29172_9001050429', '10584_9001051090', '11603_9001050588']",0,0,[],,,0,0,True
7871,17364,Rottleberode,['Rottleberode'],"['9232_9001017384', '9601_9001026158', '9803_9001034905', '10047_9001046279', '10215_9000998992', '10402_9001027796', '10550_9001005786', '11112_9001011697', '11141_9001031432', '11300_9000866890', '11387_9001010168', '11485_9001033259', '11601_9001033036', '19010_9000951918', '19116_9001027085', '20454_9001010681', '29180_9001012708', '29440_9001031469', '50110_9001027949']","['9063_9001051281', '9095_9001052660', '9145_9001052654', '9270_9001041174', '10271_9001048844', '10427_9001051054', '10633_9001050440', '10719_9001042238', '10950_9001052705', '20249_9001050511', '20615_9001046262', '29061_9001043704', '29106_9001051831', '50114_9001051504']",0,0,[],,,0,0,True
7872,17365,Rottleberode,['Rottleberode'],"['9323_9001044437', '9552_9000946914', '10045_9001038997', '10074_9001031688', '10568_9000960953', '11350_9001041776', '11494_9001026658', '11573_9001025475', '11661_9001036115', '20029_9001024776', '29112_9001007009', '29324_9001028276', '19408_9001027093', '20599_9000996823']","['9161_9001051374', '9282_9001052677', '10418_9001051502', '10838_9001055803', '11494_9001056695', '11497_9001050332', '11633_9001048641', '19271_9001047218', '19429_9001047208', '20278_9001052640', '29337_9001053814', '11464_9001057206']",0,0,[],,,0,0,True
7873,17366,Rottleberode,['Rottleberode'],"['9106_9001041373', '9113_9001025996', '9547_9001015085', '11380_9001027902', '11598_9001035943', '19025_9001021439', '19127_9000988842', '19206_9001013150', '20151_9001019079', '10664_9001035185']","['9013_9001051472', '9061_9001051368', '9125_9001054165', '9232_9001056190', '9306_9001059006', '9549_9001052821', '9613_9001052740', '10114_9001055796', '10314_9001055992', '10552_9001053674', '10706_9001051407', '10734_9001054023', '10835_9001051403', '11097_9001057066', '11483_9001058151', '11487_9001053211', '11574_9001055183', '11605_9001051465', '11611_9001053524', '19264_9001051416', '19266_9001054205', '29112_9001056062', '50078_9001053819']",0,0,[],,,0,0,True
7874,17367,Rottleberode,['Rottleberode'],"['9237_9001021800', '9354_9001009994', '9802_9001045465', '10590_9001016586', '10960_9001022191', '11466_9001042630', '11479_9001028814', '11554_9001034105', '19019_9001031281', '20027_9000986861', '20495_9001020454', '20589_9001025101', '29145_9001038755', '20164_9000975288']","['9592_9001055983', '9803_9001059987', '10049_9001042283', '10397_9001056772', '10422_9001056881', '10697_9001055957', '11028_9001053910', '11112_9001057631', '11188_9001053474', '11485_9001054173', '19010_9001057536', '19074_9001043556', '19126_9001056994', '20401_9001053276', '20474_9001047300', '50091_9001055195', '50094_9001056899']",0,0,[],,,0,0,True
7875,17368,Rottleberode,['Rottleberode'],"['10445_9000731404', '9010_9001032060', '9112_9001037091', '9234_9001041723', '9254_9001028221', '9260_9001023123', '9301_9001037510', '9555_9001023129', '9575_9001043627', '10571_9001041849', '10901_9001003364', '11496_9001041087', '19357_9000942886', '19360_9000888206', '19430_9001024359', '20230_9000944933', '20305_9000985582', '29102_9000965256', '29118_9001031254', '11166_9001034898']","['9601_9001057623', '10280_9001057707', '10335_9001057784', '10466_9001041342', '10479_9001060892', '10550_9001061090', '11484_9001060897', '11673_9001056082', '20154_9001041341', '11503_9001059929']",0,0,[],,,0,0,True
7876,17369,Rottleberode,['Rottleberode'],"['20362_9000587054', '9305_9001028662', '9594_9001034675', '9599_9001043652', '10386_9001007561', '10753_9001035129', '10889_9001008004', '10895_9001046894', '10950_9001052705', '11128_9001041781', '11395_9001036104', '19098_9001041345', '20118_9001039122', '29242_9000995056', '9290_9001043199', '19334_9000997153']","['9260_9001063829', '9301_9001063696', '9547_9001061086', '10568_9001062803', '11598_9001061914', '11601_9001061214', '19019_9001062004', '19206_9001060960', '19265_9001053937', '19357_9001062235', '19408_9001058206', '29440_9001056128']",0,0,[],,,0,0,True
7877,17370,Rottleberode,['Rottleberode'],"['9320_9000793213', '9068_9001051145', '9120_9001046602', '10051_9001048905', '10053_9001041692', '10512_9001045616', '10678_9000976148', '10684_9000939315', '11158_9001006378', '11508_9001038201', '19134_9000930890', '19404_9001001283', '19424_9001042530', '19432_9001033247', '20164_9001037999', '11603_9001050588']","['9106_9001064063', '9280_9001063995', '9802_9001064443', '10097_9001062283', '10173_9001059992', '10402_9001061657', '10589_9001063361', '10590_9001064358', '19132_9001064029', '19426_9001061186', '20006_9001063719', '20029_9001064039', '20356_9001061202', '50000_9001057115', '11661_9001064160']",0,0,[],,,0,0,True
7878,17371,Rottleberode,['Rottleberode'],"['9264_9001034302', '10483_9001036073', '10725_9001040522', '10779_9001043029', '11494_9001056695', '11534_9001041772', '11666_9001041763', '19028_9001041684', '19075_9001048499', '19115_9001014642', '20320_9001035990', '20595_9001018601', '29066_9001036883', '50056_9001003972']","['9021_9001061940', '9356_9001065560', '10055_9001063166', '10079_9001058084', '10286_9001061300', '10465_9001061053', '10486_9001053479', '10950_9001067077', '10981_9001050394', '11141_9001066292', '11486_9001064361', '11510_9001067985', '11606_9001061341', '19372_9001064367', '19430_9001063429', '20066_9001065386', '20454_9001064068', '29102_9001049218', '29118_9001065946', '29242_9001063705']",0,0,[],,,0,0,True
7879,17372,Rottleberode,['Rottleberode'],"['9136_9001029343', '9145_9001052654', '9270_9001041174', '9282_9001052677', '9613_9001052740', '10411_9001029971', '10835_9001051403', '10846_9000933591', '11089_9001042976', '11347_9001041731', '11520_9001048993', '11633_9001048641', '19415_9001033891', '20153_9001015749', '20300_9001033128', '20344_9000940178', '29148_9001017402', '29337_9001053814', '11068_9001035115', '11489_9001045087', '11584_9001029572']","['9001_9001065495', '9354_9001068462', '9555_9001067981', '9575_9001066225', '10328_9001068187', '10416_9001068355', '10448_9001066160', '10773_9001065903', '10889_9001068400', '11634_9001069904', '19098_9001068234', '20491_9001063362', '29023_9001053520', '29168_9001063421', '29324_9001066109', '19134_9001065490', '29240_9001063583']",0,0,[],,,0,0,True
7880,17373,Rottleberode,['Rottleberode'],"['20478_9000786059', '9260_9001063829', '9592_9001055983', '10172_9000840741', '10314_9001055992', '10465_9001061053', '10488_9001031517', '10552_9001053674', '10589_9001063361', '10594_9001041529', '10697_9001055957', '10812_9000970625', '11574_9001055183', '19053_9001043511', '29061_9001043704', '29268_9001035816', '9372_9000997198']","['9088_9001065787', '9580_9001066370', '10047_9001066330', '10767_9001068022', '10841_9001066588', '10901_9001069317', '10979_9001066591', '11495_9001068023', '19028_9001065959', '19093_9001068618', '20153_9001069553', '50110_9001069275', '11158_9001071193', '19371_9001068182']",0,0,[],,,0,0,True
7881,17374,Rottleberode,['Rottleberode'],"['9013_9001051472', '10062_9001040531', '10066_9001034978', '10335_9001057784', '10397_9001056772', '10432_9001039054', '10647_9001025993', '10733_9000970629', '11377_9001033561', '11529_9001040540', '19010_9001057536', '19263_9001020467', '19399_9001026480', '29062_9001031433', '29172_9001050429', '29091_9001036225']","['9305_9001072210', '9323_9001071238', '10008_9001068411', '10512_9001070059', '10800_9001071364', '10969_9001066584', '19053_9001068299', '19360_9001050271', '19432_9001070277', '29085_9001066627', '29268_9001067827', '20591_9001069382']",0,0,[],,,0,0,True
7882,17375,Rottleberode,['Rottleberode'],"['9095_9001052660', '9161_9001051374', '9306_9001059006', '10280_9001057707', '10418_9001051502', '10550_9001061090', '11028_9001053910', '11065_9001023059', '11112_9001057631', '19268_9000941253', '19335_9001024930', '29090_9001043310', '50000_9001057115', '50114_9001051504']","['9120_9001075754', '9264_9001075583', '9266_9001074126', '9359_9001073583', '10051_9001074421', '10215_9001077562', '10594_9001075342', '10664_9001074567', '19025_9001062139', '19116_9001062123', '19263_9001073232', '20224_9001071977', '20230_9001072145', '20305_9001074297', '29197_9001063289', '9564_9001070454']",0,0,[],,,0,0,True
7883,17376,Rottleberode,['Rottleberode'],"['9225_9001027099', '10114_9001055796', '10419_9001033258', '11097_9001057066', '11141_9001066292', '11491_9001012342', '11497_9001050332', '19082_9001015242', '19336_9001047541', '19388_9001030229', '19391_9000955698', '29069_9001010585', '29081_9000952520', '50068_9001036232', '50078_9001053819']","['9237_9001077918', '10172_9001077991', '10684_9001075260', '10697_9001076647', '10698_9001077924', '10733_9001076244', '11467_9001066336', '19404_9001064364', '20291_9001061355', '29091_9001076411', '29172_9001078070', '50048_9001077937']",0,0,[],,,0,0,True
7884,17377,Rottleberode,['Rottleberode'],"['9547_9001061086', '9549_9001052821', '9803_9001059987', '10286_9001061300', '10706_9001051407', '10710_9001046430', '10771_9001045038', '10773_9001065903', '10827_9001041659', '10950_9001067077', '11634_9001069904', '11671_9001045665', '19126_9001056994', '19429_9001047208', '29128_9001032203', '29273_9000997562']","['9372_9001078247', '9543_9001077854', '10045_9001075758', '10753_9001078077', '10835_9001074136', '10895_9001081016', '10916_9001074700', '11068_9001076044', '11166_9001074494', '11380_9001074130', '11494_9001075915', '11575_9001079319', '19262_9001074279', '19399_9001078101']",0,0,[],,,0,0,True
7885,17378,Rottleberode,['Rottleberode'],"['9106_9001064063', '9575_9001066225', '10055_9001063166', '10443_9000970513', '10448_9001066160', '10486_9001053479', '11372_9000984216', '11510_9001067985', '11601_9001061214', '19408_9001058206', '29092_9000988783', '50091_9001055195', '10584_9001051090']","['9136_9001079877', '9246_9001074431', '9592_9001081265', '10168_9001082083', '10571_9001074435', '10927_9001079874', '11534_9001076498', '11667_9001081224', '19427_9001076402', '20344_9001077521']",0,0,[],,,0,0,True
7886,17379,Rottleberode,['Rottleberode'],"['20049_9000611046', '10079_9001058084', '10173_9001059992', '10402_9001061657', '10590_9001064358', '11605_9001051465', '19074_9001043556', '19265_9001053937', '19398_9001041643', '20276_9000992709', '29118_9001065946', '29242_9001063705']","['9113_9001082303', '9234_9001082307', '10053_9001077670', '10074_9001082309', '10411_9001078376', '11128_9001081233', '11520_9001081742', '11573_9001083331', '11584_9001081716', '19336_9001083081', '19388_9001081705', '20118_9001082314', '20595_9001083668', '29062_9001077762', '29327_9001067704', '29337_9001082155', '50091_9001083853']",0,0,[],,,0,0,True
7887,17380,Rottleberode,['Rottleberode'],"['29031_9000662049', '9301_9001063696', '9601_9001057623', '10889_9001068400', '10930_9001013792', '11031_9001028823', '11495_9001068023', '19433_9001041435', '20144_9001017105', '20637_9001045268', '11503_9001059929']","['9161_9001083157', '10280_9001081719', '10417_9001081835', '10418_9001082310', '10431_9001075433', '11028_9001085903', '11574_9001081751', '11634_9001083962', '11666_9001082312', '19010_9001077426', '19069_9001066595', '29057_9001084582', '29081_9001081709', '50078_9001083803']",0,0,[],,,0,0,True
7888,17381,Rottleberode,['Rottleberode'],"['9021_9001061940', '9226_9000942692', '10047_9001066330', '10645_9000961014', '10733_9001076244', '11606_9001061341', '19367_9001032271', '19390_9001050327', '29268_9001067827', '50070_9001028316', '19134_9001065490']","['9270_9001084067', '10155_9001079605', '10299_9001081863', '10419_9001087734', '10448_9001085499', '10486_9001086443', '10590_9001086514', '10710_9001086191', '10812_9001087362', '11387_9001081873', '11554_9001083210', '11665_9001061345', '19335_9001083770', '20495_9001085981', '29242_9001084266', '11489_9001086188']",0,0,[],,,0,0,True
7889,17382,Rottleberode,['Rottleberode'],"['9237_9001077918', '10168_9001082083', '10841_9001066588', '11450_9001000875', '11483_9001058151', '11484_9001060897', '11598_9001061914', '29078_9000892037', '29083_9000837992', '11158_9001071193']","['10552_9001078375', '10584_9001087762', '11112_9001069304', '11510_9001085606', '19265_9001087367', '20300_9001077610', '20589_9001077431', '29061_9001079365', '29155_9001061829']",0,0,[],,,0,0,True
7890,17383,Rottleberode,['Rottleberode'],"['20561_9000753090', '9232_9001056190', '9359_9001073583', '9555_9001067981', '10007_9001025040', '10008_9001068411', '10051_9001074421', '10172_9001077991', '10215_9001077562', '10416_9001068355', '10664_9001074567', '11291_9001013155', '19389_9000932208', '19404_9001064364', '29275_9000972430', '11464_9001057206', '11661_9001064160', '29179_9001034739']","['9068_9001087909', '9301_9001087843', '9599_9001089481', '9803_9001089149', '10397_9001090586', '10889_9001090223', '11031_9001091086', '19126_9001089448', '19134_9001088380']",0,0,[],,,0,0,True
7891,17384,Rottleberode,['Rottleberode'],"['9081_9001040501', '9144_9001010593', '10479_9001060892', '10767_9001068022', '10979_9001066591', '11188_9001053474', '11398_9001035759', '11534_9001076498', '11575_9001079319', '19053_9001068299', '20454_9001064068', '29112_9001056062', '50051_9000843691', '29038_9000924579']","['9095_9001091125', '9106_9001087777', '9260_9001091679', '9282_9001087921', '9575_9001087926', '9601_9001091875', '10291_9001090917', '10335_9001091351', '10488_9001091470', '10768_9001089299', '10950_9001091138', '10997_9001068180', '11605_9001091462', '19268_9001072278', '19429_9001075766', '50114_9001090159', '10238_9001068137', '19390_9001090927', '29078_9001088470']",0,0,[],,,0,0,True
7892,17385,Rottleberode,['Rottleberode'],"['9061_9001051368', '9082_9001018549', '9136_9001079877', '9264_9001075583', '9590_9001017329', '10299_9001081863', '10684_9001075260', '11128_9001081233', '11380_9001074130', '11467_9001066336', '11494_9001075915', '11602_9000903861', '11611_9001053524', '19388_9001081705', '19427_9001076402', '20620_9000968625', '29227_9000976188', '50048_9001077937']","['9081_9001094428', '9150_9001093471', '9290_9001095191', '9549_9001084999', '10051_9001094019', '10079_9001091465', '10080_9001087779', '10168_9001094167', '10479_9001094164', '11158_9001091745', '11633_9001092664', '20005_9001093793', '20320_9001093790', '29031_9001090246', '29090_9001091460', '29268_9001091222', '29273_9001092457']",0,0,[],,,0,0,True
7893,17386,Rottleberode,['Rottleberode'],"['9266_9001074126', '10155_9001079605', '10835_9001074136', '10916_9001074700', '10927_9001079874', '11011_9000901474', '11404_9000962881', '11512_9001028810', '19357_9001062235', '20234_9001019112']","['9252_9001095689', '9547_9001096608', '10630_9001094675', '11372_9001087431', '11426_9001082393', '11484_9001092870', '11503_9001093796', '19367_9001089234', '20637_9001087913', '50125_9001093927']",0,0,[],,,0,0,True
