,day,depot,list_plants,list_pickups,list_dropoffs,total_jobs,total_distance,routing_sequence,worst_edge_pickup,worst_edge_distance,worst_edge_dropoff,edges,distance_uptodate
637,17287,Neuherberg,['Neuherberg'],"['20499_9000729280', '9009_9000877241', '9134_9000879259', '9149_9000901171', '9310_9000868199', '10349_9000832091', '10526_9000852907', '10810_9000875611', '11263_9000887283', '11294_9000827534', '11349_9000894905', '11367_9000853577', '11408_9000853565', '19191_9000889384', '19192_9000878762', '19210_9000874008', '19246_9000891514', '20183_9000875589', '20563_9000896742', '29216_9000869352', '99005005_9000887788', '99005071_9000892689', '10301_9000862426', '11540_9000867288', '29271_9000880436']","['9053_9000899630', '10355_9000902807', '10382_9000903723', '10561_9000904946', '10587_9000904521', '10691_9000901061', '10761_9000902765', '11383_9000900550', '11444_9000902872', '19059_9000901945', '19197_9000904500', '19382_9000905056', '19920_9000904530', '20156_9000904049', '20355_9000902420', '20425_9000905165', '20501_9000904579', '20529_9000903025', '29204_9000898422', '29254_9000903684', '29312_9000903442', '50025_9000904675', '50066_9000903911']",0,0,[],,,0,0,True
638,17288,Neuherberg,['Neuherberg'],"['29214_9000742721', '10112_9000877257', '10237_9000882625', '10500_9000863168', '10634_9000880729', '10667_9000873725', '10844_9000902784', '11021_9000859204', '11185_9000888711', '11233_9000888143', '11270_9000898995', '11363_9000891023', '19941_9000895501', '20383_9000855493', '29086_9000865356', '29250_9000853950', '50041_9000883995', '50134_9000844835', '19200_9000859003', '50126_9000850783']","['10078_9000904900', '10526_9000903353', '10595_9000905248', '10971_9000899326', '11168_9000901164', '11266_9000905172', '11273_9000909525', '11338_9000904179', '11607_9000903905', '13236_9000907365', '19224_9000905931', '19241_9000905223', '20125_9000906851', '20260_9000900783', '20392_9000902814', '20553_9000905049', '29115_9000902801', '29282_9000900820', '50087_9000904539', '50133_9000905924', '19244_9000905203', '20055_9000906142']",0,0,[],,,0,0,True
639,17289,Neuherberg,['Neuherberg'],"['9297_9000839169', '10275_9000893076', '11277_9000892687', '11357_9000889087', '11423_9000891764', '11658_9000895916', '19165_9000896612', '19189_9000886521', '19356_9000894684', '50113_9000887439', '73109_9000877354']","['9310_9000909004', '10058_9000907309', '10500_9000908618', '10634_9000907351', '10658_9000907352', '10685_9000907111', '10699_9000908812', '10796_9000908185', '11080_9000908393', '11367_9000909205', '19128_9000908693', '19170_9000907922', '19383_9000904167', '19384_9000909532', '20592_9000907114', '739146_9000907772', '99013018_9000908454', '99013197_9000906812']",0,0,[],,,0,0,True
640,17290,Neuherberg,['Neuherberg'],"['10650_9000724249', '10210_9000895624', '11193_9000893597', '11195_9000857055', '11225_9000894267', '11281_9000885692', '11323_9000902476', '11383_9000900550', '11537_9000889754', '11542_9000858493', '19072_9000892897', '19144_9000887625', '19293_9000890287', '19317_9000892923', '20014_9000876061', '20492_9000874549', '20652_9000889233', '50035_9000889901', '9050_9000834422', '20483_9000870812']","['9297_9000909001', '10011_9000909559', '10112_9000909061', '10667_9000908072', '10844_9000910451', '11448_9000906904', '11460_9000911893', '11480_9000910428', '19201_9000910202', '20138_9000911601', '20467_9000912474', '50105_9000910901']",0,0,[],,,0,0,True
641,17291,Neuherberg,['Neuherberg'],"['11358_9000526761', '11375_9000595334', '10311_9000888696', '10649_9000892146', '11216_9000878975', '11431_9000865720', '11435_9000902996', '11627_9000868250', '20317_9000846389', '29215_9000879830', '50016_9000892158', '50019_9000889438']","['9009_9000912821', '10349_9000910715', '10650_9000912303', '11270_9000911225', '11277_9000911055', '11451_9000912215', '11456_9000913058', '11658_9000909660', '19144_9000913054', '19356_9000913107', '20421_9000909194', '29086_9000911906']",0,0,[],,,0,0,True
642,17292,Neuherberg,['Neuherberg'],"['11365_9000759412', '19167_9000758079', '19184_9000721213', '20240_9000791261', '29019_9000610323', '10978_9000889972', '11215_9000880512', '11334_9000850030', '11405_9000877274', '11556_9000900178', '11594_9000900240', '19327_9000892934', '20182_9000833082', '20529_9000903025', '29006_9000893369', '29211_9000870284', '50115_9000895383', '73943_9000546302', '20126_9000894156']","['9096_9000915335', '10275_9000914973', '11323_9000915097', '11357_9000910577', '11358_9000914575', '11375_9000914177', '11423_9000914178', '11462_9000917929', '19189_9000914062', '19191_9000914977', '19246_9000913918', '19250_9000912841', '19293_9000913995', '19941_9000914844', '20014_9000913982', '20184_9000915088', '29117_9000914903', '29123_9000913389', '29292_9000912694', '50035_9000913945', '99005005_9000914970', '99005071_9000915558', '19200_9000909243']",0,0,[],,,0,0,True
643,17293,Neuherberg,['Neuherberg'],"['11429_9000717101', '9101_9000887973', '11110_9000899375', '11328_9000899751', '11663_9000894826', '19066_9000846822', '19091_9000819270', '19145_9000846620', '19215_9000898047', '19241_9000905223', '19249_9000870740', '19318_9000898726', '19356_9000913107', '19382_9000905056', '29322_9000895545', '50008_9000884041', '50087_9000904539', '20253_9000774065', '19158_9000857735']","['10029_9000915560', '10218_9000914085', '11135_9000914902', '11216_9000916474', '11431_9000916550', '19072_9000912390', '19192_9000912737', '19247_9000916021', '19327_9000913980', '19386_9000912377', '20009_9000917391', '20331_9000918189', '20383_9000905585', '29299_9000916432', '50045_9000914525', '99019975_9000916735', '29214_9000915760', '29215_9000914912']",0,0,[],,,0,0,True
644,17294,Neuherberg,['Neuherberg'],"['11080_9000908393', '11186_9000839550', '11232_9000868879', '11446_9000897871', '11456_9000913058', '11457_9000897260', '19144_9000913054', '19207_9000854898', '19219_9000872318', '19225_9000893071', '20558_9000894158', '29213_9000891752', '50105_9000910901', '99013032_9000901952', '20036_9000788337']","['9330_9000917362', '10115_9000918363', '10210_9000918801', '10978_9000915788', '11383_9000916343', '11473_9000911897', '19066_9000910875', '19184_9000917900', '19317_9000918471', '20529_9000918242', '29019_9000916582', '99013203_9000917306', '99075552_9000918648']",0,0,[],,,0,0,True
645,17295,Neuherberg,['Neuherberg'],"['29001_9000777807', '9255_9000858195', '10052_9000899216', '10081_9000858707', '10159_9000886009', '10355_9000902807', '10451_9000892407', '10595_9000905248', '10658_9000907352', '11035_9000895821', '11227_9000814961', '11389_9000885236', '11430_9000879089', '11482_9000889610', '19040_9000896459', '19170_9000907922', '20556_9000892381', '29135_9000852439', '99005005_9000914970', '99013007_9000901212', '50119_9000866449']","['9101_9000919224', '10042_9000918732', '10237_9000913613', '10649_9000916272', '10743_9000921136', '11328_9000918556', '11447_9000919178', '11457_9000920885', '11537_9000921604', '11538_9000920141', '11542_9000920154', '19091_9000916060', '19318_9000921071', '20126_9000920732', '29107_9000919634', '20183_9000919859', '73041_9000921821', '73042_9000920373']",0,0,[],,,0,0,True
646,17297,Neuherberg,['Neuherberg'],['20624_9000879742'],[],0,0,[],,,0,0,True
647,17298,Neuherberg,['Neuherberg'],"['20264_9000782441', '9019_9000859528', '10011_9000909559', '10161_9000899206', '10500_9000908618', '11168_9000901164', '11460_9000911893', '11516_9000887117', '11562_9000871969', '19177_9000885315', '19189_9000914062', '19355_9000866895', '19920_9000904530', '20108_9000899978', '20127_9000871963', '20260_9000900783', '20274_9000887803', '20418_9000894891', '20467_9000912474', '29225_9000887053', '19244_9000905203']","['9134_9000918614', '9149_9000921891', '10378_9000922660', '11035_9000923450', '11225_9000920523', '11232_9000921537', '11456_9000921889', '11663_9000919965', '19040_9000923271', '19167_9000922775', '19249_9000913906', '19356_9000921961', '20036_9000920143', '20197_9000919969', '20398_9000924180', '29135_9000921858', '29322_9000919848']",0,0,[],,,0,0,True
648,17299,Neuherberg,['Neuherberg'],"['20440_9000779244', '9292_9000893319', '10338_9000885898', '10634_9000907351', '10844_9000910451', '10973_9000894151', '10995_9000889785', '11214_9000868158', '11255_9000894155', '11273_9000909525', '19044_9000898424', '19243_9000863510', '19281_9000894752', '19330_9000898735', '29260_9000860227', '50025_9000904675', '50037_9000864476', '50116_9000877585', '73046_9000875331', '739146_9000907772', '99005071_9000915558', '29165_9000838530']","['9019_9000924127', '10052_9000922744', '10157_9000922985', '10451_9000920147', '10658_9000925431', '11341_9000925471', '11430_9000927469', '11594_9000924237', '19144_9000922763', '19145_9000925378', '19165_9000925432', '19345_9000923726', '20418_9000916194', '20492_9000923290', '20563_9000924492', '29006_9000922092', '29056_9000925377', '50041_9000922020', '50134_9000923133', '29216_9000921945']",0,0,[],,,0,0,True
649,17300,Neuherberg,['Neuherberg'],"['10041_9000888214', '10275_9000914973', '10374_9000875949', '10514_9000897477', '10667_9000908072', '10685_9000907111', '11154_9000879983', '11423_9000914178', '11461_9000902120', '11536_9000891937', '11608_9000896860', '11658_9000909660', '11662_9000853564', '19072_9000912390', '19246_9000913918', '19250_9000912841', '19384_9000909532', '20032_9000888845', '29099_9000839171', '99013146_9000844441', '99013197_9000906812', '99013203_9000917306', '19253_9000899921']","['9050_9000929630', '10161_9000927967', '10311_9000928117', '10355_9000929234', '10500_9000927758', '10844_9000927905', '11263_9000922056', '11516_9000927644', '19207_9000924664', '19244_9000927643', '19281_9000925364', '20022_9000923666', '20483_9000928645', '50019_9000930091', '50024_9000925428', '50049_9000928366', '50104_9000929631', '99013197_9000929525', '10159_9000924422', '10564_9000927813', '29225_9000930224']",0,0,[],,,0,0,True
650,17301,Neuherberg,['Neuherberg'],"['9053_9000899630', '9310_9000909004', '10134_9000838284', '10650_9000912303', '10976_9000873139', '11035_9000923450', '11412_9000895446', '19092_9000892367', '19184_9000917900', '20337_9000840010', '20471_9000847467', '20640_9000849319', '29236_9000818158', '50133_9000905924']","['10081_9000929546', '10350_9000929716', '10595_9000929661', '10685_9000932798', '11273_9000930342', '11345_9000930682', '11386_9000933752', '11405_9000929538', '11411_9000924078', '11415_9000929770', '11562_9000929428', '19158_9000931498', '19170_9000929015', '19215_9000930964', '20260_9000927746', '29165_9000929965']",0,0,[],,,0,0,True
651,17302,Neuherberg,['Neuherberg'],"['9315_9000897974', '11216_9000916474', '11353_9000885753', '11447_9000919178', '11541_9000889318', '19064_9000889229', '19327_9000913980', '19376_9000887966', '19383_9000904167', '20138_9000911601', '20262_9000902816', '29043_9000866589', '29212_9000834979', '50138_9000884948']","['9000_9000931587', '10514_9000932166', '11154_9000933353', '11168_9000930663', '11214_9000929280', '11281_9000933705', '11461_9000931490', '11556_9000933611', '19044_9000930516', '19092_9000930581', '19184_9000933581', '19241_9000930706', '19395_9000931985', '19920_9000931187', '20127_9000927465', '20337_9000933354', '29099_9000923647', '29213_9000931404', '29260_9000931962', '50113_9000931965', '11303_9000931649', '19250_9000932976', '29001_9000929248', '29250_9000930729', '50001_9000932167']",0,0,[],,,0,0,True
652,17303,Neuherberg,['Neuherberg'],"['29203_9000688632', '10218_9000914085', '10761_9000902765', '10796_9000908185', '11127_9000903736', '11266_9000905172', '11283_9000893171', '11333_9000902528', '11357_9000910577', '11430_9000927469', '19167_9000922775', '19170_9000929015', '19267_9000847039', '20331_9000918189', '20536_9000877596', '29076_9000882075', '20586_9000857558', '50129_9000878761']","['9310_9000934527', '10374_9000931562', '10423_9000932031', '10648_9000935819', '11014_9000929694', '11035_9000915604', '11216_9000934769', '11662_9000935894', '19292_9000932898', '20240_9000933976', '20298_9000931380', '20342_9000930979', '20440_9000933382', '20499_9000931707', '29043_9000933526', '50029_9000933844', '50037_9000933417', '50054_9000933405', '50090_9000934240', '10515_9000934253', '20517_9000933590', '20558_9000931390']",0,0,[],,,0,0,True
653,17304,Neuherberg,['Neuherberg'],"['11436_9000722135', '11521_9000777908', '20280_9000758938', '9096_9000915335', '10451_9000920147', '10971_9000899326', '11135_9000914902', '11302_9000900886', '11366_9000865876', '11415_9000929770', '11448_9000906904', '11451_9000912215', '19066_9000910875', '19091_9000916060', '19146_9000901553', '19249_9000913906', '20626_9000864225', '29272_9000889902', '50066_9000903911', '50067_9000887233']","['10275_9000935565', '10634_9000937504', '10667_9000935718', '11215_9000937036', '11230_9000935636', '11353_9000937267', '11363_9000937099', '11423_9000931574', '11608_9000936069', '19072_9000936381', '19189_9000935418', '19243_9000935840', '19327_9000935865', '19330_9000935672', '19355_9000936703', '19376_9000935567', '29212_9000931947', '11349_9000937033']",0,0,[],,,0,0,True
654,17305,Neuherberg,['Neuherberg'],"['11409_9000730975', '29301_9000625621', '10115_9000918363', '10500_9000927758', '10563_9000888917', '10648_9000935819', '11232_9000921537', '11323_9000915097', '11473_9000911897', '11542_9000920154', '13236_9000907365', '19215_9000930964', '19244_9000927643', '19314_9000828803', '20014_9000913982', '20383_9000905585', '20501_9000904579', '20535_9000876131', '29162_9000883249', '50024_9000925428', '50045_9000914525', '50131_9000855628', '29150_9000810510']","['10973_9000937787', '11255_9000937576', '11266_9000937210', '11357_9000937445', '11430_9000935796', '19066_9000938321', '19091_9000939399', '19146_9000940848', '19384_9000938942', '20274_9000932256', '20652_9000939299', '29272_9000936292', '50119_9000938723', '9071_9000933597']",0,0,[],,,0,0,True
655,17306,Neuherberg,['Neuherberg'],"['20132_9000763116', '9011_9000897197', '10915_9000903257', '11358_9000914575', '11367_9000909205', '11375_9000914177', '11594_9000924237', '11655_9000895823', '19191_9000914977', '19330_9000935672', '19348_9000901062', '20102_9000891793', '10564_9000927813', '11303_9000931649']","['9152_9000942019', '10116_9000939612', '10218_9000939861', '10451_9000942198', '10635_9000942029', '10653_9000940305', '11294_9000940747', '11302_9000938858', '11408_9000938078', '11521_9000940226', '19167_9000939622', '19170_9000934249', '19249_9000939393', '19267_9000937937', '19314_9000940450', '20035_9000933513', '29150_9000940431', '50120_9000940569', '73048_9000937418', '19225_9000940082', '29236_9000940566']",0,0,[],,,0,0,True
656,17307,Neuherberg,['Neuherberg'],"['10329_9000754648', '10058_9000907309', '10587_9000904521', '10978_9000915788', '11035_9000915604', '11405_9000929538', '11462_9000917929', '11567_9000899533', '19189_9000935418', '19241_9000930706', '19293_9000913995', '19353_9000899128', '20389_9000879012', '20553_9000905049', '20592_9000907114', '29084_9000887820', '29127_9000809869', '99013197_9000929525']","['10791_9000943662', '10970_9000938320', '11237_9000942893', '11323_9000941690', '11415_9000941564', '19185_9000941382', '19191_9000939835', '19244_9000937687', '19246_9000941855', '20138_9000941875', '20383_9000942841', '20626_9000942408', '50116_9000941247', '10810_9000942898', '29076_9000940799', '29271_9000939706']",0,0,[],,,0,0,True
657,17308,Neuherberg,['Neuherberg'],"['9297_9000909001', '10370_9000901794', '10514_9000932166', '10691_9000901061', '19184_9000933581', '19281_9000925364', '19292_9000932898', '19317_9000918471', '20125_9000906851', '29202_9000894272', '50035_9000913945', '19150_9000788701']","['10500_9000944363', '10978_9000946209', '11039_9000942818', '11375_9000944920', '11412_9000943557', '11658_9000943556', '19215_9000943011', '19293_9000946770', '19348_9000942154', '20032_9000941997', '20471_9000944589', '20556_9000942979', '20654_9000944501', '29162_9000935754', '50067_9000944652', '99013011_9000943796', '29301_9000944621']",0,0,[],,,0,0,True
658,17309,Neuherberg,['Neuherberg'],"['9019_9000924127', '10039_9000873629', '10078_9000904900', '10526_9000903353', '11549_9000859078', '11629_9000852426', '19165_9000925432', '19192_9000912737', '19376_9000935567', '20302_9000858593', '29204_9000898422', '99013018_9000908454', '99019949_9000888331']","['10301_9000949303', '10370_9000948541', '11110_9000946061', '11232_9000944936', '11327_9000946860', '11358_9000944510', '11434_9000946467', '11567_9000945898', '11609_9000949705', '11655_9000946642', '19184_9000943715', '19281_9000946813', '19310_9000947070', '19353_9000944324', '19406_9000943987', '20176_9000946050', '20611_9000947020', '29127_9000944085', '29202_9000943919', '29084_9000946863']",0,0,[],,,0,0,True
659,17310,Neuherberg,['Neuherberg'],"['11212_9000773289', '20242_9000790408', '10042_9000918732', '10052_9000922744', '10275_9000935565', '10378_9000922660', '11216_9000934769', '11263_9000922056', '11353_9000937267', '11440_9000893397', '11444_9000902872', '19158_9000931498', '19199_9000879642', '19316_9000854032', '20335_9000897437', '20390_9000867546', '20421_9000909194', '20529_9000918242', '20563_9000924492', '29044_9000871626', '29115_9000902801', '99019975_9000916735']","['9092_9000951416', '11035_9000949213', '11078_9000946912', '11366_9000949556', '11367_9000944141', '11405_9000946910', '11557_9000948846', '11643_9000948281', '19330_9000947743', '19376_9000939271', '20125_9000946024', '29204_9000946906', '29283_9000947414', '50133_9000949209', '99013029_9000949317', '99013215_9000941995']",0,0,[],,,0,0,True
660,17311,Neuherberg,['Neuherberg'],"['10029_9000915560', '11225_9000920523', '11277_9000911055', '11328_9000918556', '11361_9000888909', '11516_9000927644', '19146_9000940848', '19285_9000884688', '19356_9000921961', '19920_9000931187', '20130_9000853409', '29201_9000864512', '29298_9000846493', '50037_9000933417', '50106_9000903247', '19250_9000932976', '50001_9000932167']","['9011_9000947092', '9019_9000952350', '9315_9000951063', '10329_9000951203', '10654_9000949226', '11541_9000950456', '19183_9000948788', '19325_9000950939', '29203_9000936162', '99005056_9000950784', '19241_9000952281']",0,0,[],,,0,0,True
661,17312,Neuherberg,['Neuherberg'],"['9089_9000701779', '9048_9000851824', '9101_9000919224', '10260_9000898915', '10667_9000935718', '10970_9000938320', '11237_9000942893', '11341_9000925471', '11357_9000937445', '11456_9000921889', '19086_9000859414', '19306_9000816609', '19345_9000923726', '20337_9000933354', '50073_9000840982', '10810_9000942898', '11349_9000937033', '20558_9000931390']","['9053_9000950792', '10042_9000953626', '10275_9000952346', '11127_9000953216', '11353_9000954693', '11432_9000949115', '11448_9000951322', '11451_9000953742', '11594_9000954562', '19158_9000947747', '19165_9000952325', '19316_9000950924', '19356_9000947522', '20253_9000955083', '20536_9000949963', '29115_9000951581', '29298_9000950948', '50050_9000952339', '50138_9000954026', '99005071_9000950782', '10134_9000946635']",0,0,[],,,0,0,True
662,17313,Neuherberg,['Neuherberg'],"['29119_9000375108', '9000_9000931587', '9310_9000934527', '10634_9000937504', '10685_9000932798', '11215_9000937036', '11383_9000916343', '11537_9000921604', '11663_9000919965', '19128_9000908693', '19183_9000948788', '19185_9000941382', '19267_9000937937', '19318_9000921071', '19355_9000936703', '19381_9000898657', '19395_9000931985', '20240_9000933976', '20355_9000902420', '20652_9000939299', '10179_9000902019']","['10514_9000954463', '10691_9000954336', '11135_9000959366', '11201_9000957952', '11225_9000952545', '19064_9000945746', '19086_9000955137', '19920_9000949208', '20262_9000959744', '20337_9000953660', '20553_9000954960', '29119_9000953194', '99005077_9000953518', '99013203_9000953968', '19199_9000949680', '19250_9000954923', '99019949_9000955558']",0,0,[],,,0,0,True
663,17314,Neuherberg,['Neuherberg'],"['9050_9000929630', '9092_9000951416', '9152_9000942019', '10237_9000913613', '11014_9000929694', '11338_9000904179', '11562_9000929428', '11607_9000903905', '19044_9000930516', '19170_9000934249', '19244_9000937687', '19346_9000838435', '20021_9000902885', '20260_9000927746', '29260_9000931962', '50050_9000952339', '50054_9000933405', '50090_9000934240', '50119_9000938723', '29048_9000821470', '29225_9000930224']","['9251_9000957959', '9310_9000959304', '10029_9000951619', '10041_9000957016', '10260_9000949214', '10667_9000956714', '10789_9000958153', '11233_9000957553', '11277_9000956886', '11542_9000955673', '11569_9000955718', '19143_9000954590', '19189_9000952354', '19285_9000956463', '19306_9000955715', '19318_9000955544', '20182_9000958387', '20592_9000954162', '29201_9000951692', '50137_9000955910', '50086_9000957453']",0,0,[],,,0,0,True
664,17315,Neuherberg,['Neuherberg'],"['29140_9000791554', '9330_9000917362', '10104_9000884954', '10382_9000903723', '10423_9000932031', '10649_9000916272', '10658_9000925431', '11302_9000938858', '11345_9000930682', '11556_9000933611', '11658_9000943556', '20544_9000815810', '29312_9000903442', '50019_9000930091', '99013011_9000943796', '99013029_9000949317']","['10052_9000960628', '10564_9000959336', '10587_9000959521', '11328_9000958242', '11365_9000956490', '11663_9000957637', '19395_9000952477', '20014_9000960631', '20529_9000960967', '29329_9000961540', '29330_9000957653', '50008_9000961668', '50045_9000959250', '50119_9000958180']",0,0,[],,,0,0,True
665,17316,Neuherberg,['Neuherberg'],"['10137_9000866307', '11127_9000953216', '11201_9000957952', '11226_9000867493', '11386_9000933752', '11567_9000945898', '19224_9000905931', '19353_9000944324', '20086_9000849599', '20197_9000919969', '20483_9000928645', '20500_9000870817', '29213_9000931404', '50008_9000961668', '50104_9000929631', '99013035_9000830452', '10159_9000924422', '19302_9000867193', '29076_9000940799']","['9101_9000959619', '11184_9000960176', '11302_9000963247', '11349_9000963909', '11357_9000963031', '11440_9000964239', '11607_9000966891', '19128_9000951030', '19146_9000958052', '19244_9000960477', '19355_9000961389', '20021_9000964331', '20302_9000960046', '20544_9000960875', '99013007_9000963447', '50037_9000964722']",0,0,[],,,0,0,True
666,17317,Neuherberg,['Neuherberg'],"['11423_9000931574', '19143_9000954590', '20392_9000902814', '20418_9000916194', '20626_9000942408', '19200_9000909243', '20517_9000933590', '29267_9000837381']","['11237_9000965719', '11338_9000964001', '11429_9000960270', '11658_9000960251', '19170_9000958293', '19185_9000938248', '19196_9000960862', '19353_9000964254', '19381_9000958232', '29044_9000963615', '50046_9000962258']",0,0,[],,,0,0,True
667,17319,Neuherberg,['Neuherberg'],"['29151_9000762588', '10350_9000929716', '10374_9000931562', '11367_9000944141', '11431_9000916550', '11643_9000948281', '19330_9000947743', '20127_9000927465', '20342_9000930979', '20440_9000933382', '20492_9000923290', '29135_9000921858', '29292_9000912694', '29298_9000950948', '50049_9000928366', '99005056_9000950784', '99075552_9000918648', '19199_9000949680']","['10078_9000963903', '10526_9000964823', '11361_9000964849', '11423_9000967634', '11436_9000968839', '11462_9000966297', '11564_9000966030', '19183_9000962636', '19317_9000960101', '20335_9000961230', '29140_9000966332', '29312_9000960961', '99013032_9000965535', '99013035_9000966762', '20240_9000963767', '20652_9000963733', '50115_9000964013', '99019975_9000953408']",0,0,[],,,0,0,True
668,17320,Neuherberg,['Neuherberg'],"['10161_9000927967', '10561_9000904946', '10595_9000929661', '10635_9000942029', '10691_9000954336', '10740_9000883619', '11039_9000942818', '11135_9000959366', '11184_9000960176', '11323_9000941690', '11415_9000941564', '11461_9000931490', '19173_9000902818', '19191_9000939835', '19348_9000942154', '50133_9000949209', '50137_9000955910']","['9000_9000968561', '10259_9000966815', '10658_9000968102', '10685_9000966351', '11359_9000966711', '11567_9000968456', '19044_9000964882', '19143_9000964506', '19346_9000963775', '20132_9000968571', '20392_9000968096', '29225_9000965810', '99013145_9000969018', '11215_9000968766', '11389_9000968810', '19302_9000966159']",0,0,[],,,0,0,True
669,17321,Neuherberg,['Neuherberg'],"['19174_9000778000', '10451_9000942198', '10564_9000959336', '11230_9000935636', '11327_9000946860', '19927_9000847823', '20126_9000920732', '20424_9000894228', '29019_9000916582', '99005071_9000950782', '99005077_9000953518', '9074_9000898993', '29271_9000939706']","['10374_9000970037', '11367_9000970126', '11431_9000965676', '11562_9000970686', '19348_9000970069', '29048_9000941354', '29076_9000971018', '29135_9000968575', '29298_9000970549', '50033_9000967045']",0,0,[],,,0,0,True
670,17322,Neuherberg,['Neuherberg'],"['10054_9000840551', '10218_9000939861', '10275_9000952346', '11294_9000940747', '11594_9000954562', '19244_9000960477', '19246_9000941855', '19249_9000939393', '19325_9000950939', '19347_9000847656', '20125_9000946024', '20159_9000868742', '20298_9000931380', '20499_9000931707', '20537_9000838526', '29283_9000947414', '99013007_9000963447', '19241_9000952281', '19250_9000954923']","['10137_9000971555', '10186_9000973019', '10237_9000972397', '11039_9000973823', '11323_9000972007', '11461_9000971507', '19030_9000969136', '19253_9000972930', '19267_9000970133', '19330_9000968986', '19407_9000970348', '19414_9000967884', '20260_9000973205', '20440_9000971075', '20483_9000970939', '29260_9000965058', '29267_9000968560', '50135_9000958111', '7311183_9000972883', '99005056_9000971123', '10115_9000971832', '19224_9000971815']",0,0,[],,,0,0,True
671,17323,Neuherberg,['Neuherberg'],"['29177_9000653884', '9053_9000950792', '10654_9000949226', '11358_9000944510', '11365_9000956490', '11375_9000944920', '11557_9000948846', '11609_9000949705', '11655_9000946642', '19170_9000958293', '19285_9000956463', '19306_9000955715', '19327_9000935865', '20425_9000905165', '20471_9000944589', '99013203_9000953968']","['10011_9000972840', '10561_9000971568', '10691_9000971759', '11014_9000972946', '11135_9000974069', '11415_9000975690', '13236_9000970819', '19191_9000972621', '20159_9000973854', '20389_9000972029', '20390_9000972722', '20626_9000973227', '29151_9000971783', '29331_9000970259', '29332_9000973448', '50133_9000974413', '73113_9000973047']",0,0,[],,,0,0,True
672,17324,Neuherberg,['Neuherberg'],"['11330_9000778087', '19248_9000779131', '29134_9000707963', '9019_9000952350', '10210_9000918801', '10293_9000896493', '10587_9000959521', '10653_9000940305', '10791_9000943662', '29248_9000837790', '50029_9000933844']","['9028_9000975481', '10104_9000974328', '10161_9000976609', '10451_9000975016', '10635_9000975254', '10740_9000976690', '11263_9000975294', '11327_9000972360', '11456_9000975297', '19246_9000964658', '19306_9000974330', '19345_9000975977', '20125_9000975504', '20334_9000976734', '29213_9000977429', '29283_9000973819', '99009342_9000976639', '11283_9000974521', '29177_9000962143']",0,0,[],,,0,0,True
673,17326,Neuherberg,['Neuherberg'],"['11232_9000944936', '11338_9000964001', '11408_9000938078', '19044_9000964882', '19144_9000922763', '19310_9000947070', '19395_9000952477', '20544_9000960875', '20612_9000886702', '10134_9000946635', '50115_9000964013']","['10179_9000978518', '10275_9000975452', '10595_9000979266', '11184_9000977453', '11365_9000973384', '11375_9000979011', '11629_9000979874', '19244_9000976900', '19285_9000976465', '19387_9000975684', '20127_9000979475', '29051_9000977221', '29292_9000975737', '50087_9000978416']",0,0,[],,,0,0,True
674,17327,Neuherberg,['Neuherberg'],"['20207_9000770397', '29005_9000719234', '10041_9000957016', '10658_9000968102', '10743_9000921136', '10857_9000896642', '10978_9000946209', '11273_9000930342', '11357_9000963031', '11440_9000964239', '11451_9000953742', '11542_9000955673', '19155_9000843412', '19247_9000916021', '19376_9000939271', '20156_9000904049', '20274_9000932256', '20553_9000954960', '29135_9000968575', '50045_9000959250']","['9050_9000976057', '10058_9000974524', '10587_9000978985', '10970_9000979621', '11460_9000979287', '11594_9000980134', '19173_9000821273', '19249_9000975903', '19327_9000977915', '19382_9000977379', '19396_9000978469', '20102_9000980468', '20264_9000982052', '20331_9000979054', '20535_9000980034', '29019_9000976323', '29226_9000978717', '29248_9000980080', '50025_9000978989', '50029_9000979972', '50060_9000982295', '20086_9000973600']",0,0,[],,,0,0,True
675,17328,Neuherberg,['Neuherberg'],"['20503_9000494065', '9315_9000951063', '10042_9000953626', '10260_9000949214', '10514_9000954463', '10667_9000956714', '10973_9000937787', '11461_9000971507', '13236_9000970819', '19167_9000939622', '19196_9000960862', '19253_9000972930', '20009_9000917391', '20581_9000868112', '29123_9000913389', '29292_9000975737', '11215_9000968766', '50086_9000957453']","['9019_9000981949', '9330_9000985248', '10649_9000979049', '10791_9000982177', '10865_9000983226', '10971_9000979437', '11540_9000982025', '19199_9000982512', '19247_9000980259', '19310_9000978509', '20108_9000984153', '20243_9000983364', '50019_9000982021']",0,0,[],,,0,0,True
676,17329,Neuherberg,['Neuherberg'],"['20554_9000751385', '10029_9000951619', '10037_9000819891', '11564_9000966030', '19158_9000947747', '19191_9000972621', '19386_9000912377', '20335_9000961230', '20592_9000954162', '50032_9000862907', '19225_9000940082', '29228_9000888688', '29250_9000930729']","['10041_9000984410', '10654_9000984018', '10857_9000984183', '10995_9000984806', '11196_9000985270', '11273_9000984905', '19376_9000983237', '20156_9000981909', '20499_9000985587', '20553_9000983434', '20612_9000983485', '29134_9000984206', '29500_9000988663', '73944_9000985025', '50090_9000984761']",0,0,[],,,0,0,True
